,name,country,clouds,humidity,temp,max_temp,wind_spd,lat,lon
356,El Sombrero,VE,88,92,74.95,74.95,2.39,9.3863,-67.058182
357,Benissa,ES,16,66,68.94,73.0,8.7,38.70055,0.05356
358,Madumulyorejo,ID,91,80,77.72,77.72,5.53,-6.998,112.448502
359,Teutônia,BR,0,83,60.57,61.0,2.59,-29.448059,-51.806389
360,Bentlage,DE,5,93,44.19,44.6,4.7,52.283329,7.41667
361,Bihār Sharīf,IN,63,78,78.8,78.8,2.24,25.183331,85.51667
362,Talun,ID,97,84,76.08,76.08,7.38,-6.9535,111.9179
363,Kudachi,IN,100,91,71.42,71.42,9.73,16.633329,74.849998
364,Kołbiel,PL,100,92,50.67,51.01,22.82,52.064308,21.481529
365,Spork,DE,80,93,42.53,44.6,4.7,52.026829,9.00673
366,Krasnyy,RU,36,91,52.07,52.07,6.98,54.56778,31.433332
367,Wiemersdorf,DE,100,92,44.76,46.0,7.38,53.958149,9.90297
368,Dyankovo,BG,14,74,49.06,49.06,6.8,43.616669,26.6
369,Grange,AU,19,64,70.11,73.0,6.93,-34.900002,138.483337
370,Lilbourn,US,1,33,71.31,73.4,4.09,36.592281,-89.615356
371,Gundersdorf,AT,100,87,43.2,46.0,2.24,46.952541,15.23988
372,Vryheid,ZA,94,80,55.17,55.17,5.41,-27.76952,30.791651
373,Baní,DO,40,79,84.06,84.2,6.93,18.283331,-70.333328
374,Baao,PH,100,95,73.06,73.06,4.09,13.48333,123.349998
375,Lewisville,US,0,61,66.13,68.0,10.78,36.09708,-80.41922
376,Brusartsi,BG,73,99,48.74,51.01,2.28,43.666672,23.066669
377,Westminster,US,20,15,76.3,79.0,5.82,39.836651,-105.037201
378,Taastrup,DK,100,81,45.79,46.4,6.93,55.65173,12.29216
379,Centre,HT,62,84,76.96,76.96,1.92,19.0,-72.0
380,Candela,IT,5,87,46.29,50.0,10.29,41.13792,15.51465
381,Nansan,CN,29,96,54.9,54.9,2.19,23.79574,98.80397
382,Bucquoi,BE,75,87,47.37,48.2,9.17,50.666672,3.23333
383,Lech,AT,83,100,32.67,35.01,0.85,47.202999,10.14452
384,Hauterives,FR,90,93,45.18,46.99,4.7,45.256199,5.02572
385,Dundagas Novads,LV,90,76,50.0,50.0,6.93,57.566669,22.39472
386,Montpezat-de-Quercy,FR,78,93,51.22,51.8,5.82,44.23333,1.4666700000000001
387,Bad Vilbel,DE,51,87,44.87,50.0,4.92,50.178661,8.73756
388,Sondika,ES,40,93,53.37,54.0,1.12,43.293411,-2.92674
389,Patrick Fogarty Catholic Secondary School,CA,20,87,49.73,54.0,3.85,44.625519,-79.430946
390,Sonning,GB,99,88,49.75,51.01,3.0,51.47411,-0.91212
391,Gasen,AT,100,72,43.7,46.0,5.95,47.383331,15.56667
392,Buochs,CH,90,87,42.4,43.0,3.36,46.974628,8.42068
393,Zemeş,RO,4,71,51.51,54.0,5.82,46.583328,26.41667
394,Rohri,PK,0,16,75.78,75.78,7.65,27.69223,68.895058
395,Strohweiler,DE,6,96,35.82,39.0,2.82,48.513419999999996,9.486650000000001
396,Herxheim am Berg,DE,58,95,42.96,44.01,3.36,49.509171,8.17917
397,Stössing,AT,100,93,43.34,44.01,23.0,48.117222,15.81273
398,Seravezza,IT,51,81,50.76,54.0,5.99,43.995041,10.2287
399,Sankt Oswald bei Plankenwarth,AT,100,87,42.37,43.0,2.24,47.088921,15.29907
400,Kaduy,RU,100,87,47.28,47.28,8.57,59.200001,37.150002
401,Schnorrenberg,DE,40,100,41.83,46.0,3.78,50.799999,6.86667
402,Hluboká nad Vltavou,CZ,100,92,39.99,39.99,12.82,49.05225,14.43427
403,Hancock County,US,0,60,55.31,57.0,3.09,40.500622,-80.56646
404,Sharon,US,1,41,78.8,78.8,8.05,31.7896,-89.098671
405,Buckajo,AU,90,100,55.4,55.4,3.42,-36.716671,149.716675
406,Saint-Priest,FR,91,80,47.7,48.99,4.29,44.71767,4.5462
407,Lajatico,IT,43,89,51.33,52.0,4.0,43.47134,10.72872
408,Jabuk,AU,7,67,67.48,67.48,10.29,-35.400002,140.066666
409,Chkalovo,RU,40,100,48.76,50.0,2.24,55.634724,37.930279
410,Großenseebach,DE,98,86,41.59,43.0,1.01,49.632561,10.87483
411,Wustrow,DE,100,88,49.48,50.0,9.53,53.228031,12.9697
412,Barchem,NL,46,91,45.36,46.0,3.0,52.124168,6.44306
413,Witten,DE,45,93,44.17,46.0,5.23,51.450001,7.33333
414,Lagartos,ES,75,75,46.27,48.0,2.24,42.405781,-4.90454
415,Wilaya de Saïda,DZ,0,35,55.4,55.4,5.82,34.666672,0.33333
416,Pagėgiai,LT,100,75,49.01,49.01,19.39,55.138062,21.90889
417,Orta Nova,IT,5,100,50.0,50.0,1.12,41.329929,15.71066
418,Vielha,ES,99,75,45.82,48.99,3.27,42.701962,0.79556
419,Reisterstown,US,91,78,58.78,60.01,13.24,39.469551,-76.829422
420,Harpstedt,DE,96,87,45.66,48.2,9.17,52.900002,8.58333
421,Emeryville,US,20,35,86.67,88.0,11.41,37.831322,-122.285248
422,Escuinapa,MX,40,59,91.4,91.4,9.17,22.85,-105.800003
423,Iznalloz,ES,0,60,54.97,57.99,1.01,37.439209,-3.55157
424,Xiaopu,CN,100,89,66.81,66.81,8.68,25.23917,111.316643
425,Saint-Basile-le-Grand,CA,90,93,51.12,52.0,5.82,45.533379,-73.282463
426,Pirovskoye,RU,100,96,32.72,32.72,6.11,57.626671,92.265831
427,Kalchreuth,DE,100,93,40.59,42.01,4.7,49.5667,11.1333
428,Wawa,PH,90,94,78.91,79.0,2.24,14.3019,121.459503
429,Cernay-en-Dormois,FR,90,93,46.2,46.4,8.05,49.226109,4.76507
430,Sambong,ID,78,79,77.86,77.86,7.85,-6.7241,111.547501
431,Khulbisāt,AF,0,39,61.43,61.43,3.27,33.494801,70.00605
432,"Saltburn, Marske and New Marske",GB,82,96,51.31,52.0,1.99,54.585281,-1.00184
433,Carmaux,FR,91,98,51.01,51.01,2.48,44.050991,2.15795
434,Mojoroto,ID,90,80,78.57,78.57,9.91,-6.8117,111.7798
435,Negraşi,RO,47,71,48.11,48.11,9.22,44.599998,25.116671
436,Saint-Marc-des-Carrières,CA,90,100,45.0,46.0,4.7,46.68335,-72.049103
437,Tollo,IT,11,100,44.6,44.6,3.36,42.347939,14.31811
438,Goolman,AU,75,64,67.73,69.01,6.93,-27.73333,152.75
439,Al Ḩaffah,SY,40,83,71.6,71.6,3.36,35.59824,36.03006
440,Shihan as Sufla,YE,0,19,74.52,74.52,10.11,17.769991,52.48925
441,Rekingen,CH,40,86,41.7,42.01,4.7,47.570091,8.3188
442,Fontenay-le-Comte,FR,100,81,48.16,50.0,5.82,46.466671,-0.8166700000000001
443,Mirabello Sannitico,IT,38,90,46.99,46.99,5.41,41.515629,14.672930000000001
444,Plum,US,0,17,55.62,57.0,3.42,40.500351,-79.749489
445,Stuttgart,DE,16,93,36.82,37.99,1.12,48.782318,9.17702
446,Muçum,BR,0,86,59.5,60.01,1.03,-29.164721,-51.867779
447,Canelli,IT,57,91,47.7,48.99,1.01,44.721539,8.29244
448,Kortemark,BE,100,94,46.69,46.99,3.0,51.023338,3.00223
449,Oshikango,NA,36,26,78.8,78.8,4.7,-17.4,15.88333
450,Valverde de Leganés,ES,11,75,55.0,55.0,4.0,38.670589,-6.98036
451,Crandon,US,41,35,52.0,52.0,7.31,45.571911,-88.902893
452,Piscina,IT,60,69,48.69,52.0,1.01,44.918739,7.42532
453,Gemeente Borsele,NL,100,76,49.41,51.8,16.11,51.44191,3.81127
454,José María Ezeiza,AR,0,52,67.51,69.8,9.17,-34.84787,-58.52869
455,Torreys,US,100,76,55.38,60.8,7.65,44.253529,-114.602287
456,Polling,DE,100,83,41.34,42.01,2.93,48.216671,12.56667
457,Katerynopil,UA,25,80,62.11,62.11,11.95,48.955299,30.968229
458,Concepción,CL,18,72,60.8,60.8,19.46,-36.826988,-73.049767
459,Colstrip,US,85,37,61.0,61.0,8.99,45.884159,-106.623642
460,Heugraben,AT,100,72,42.35,43.0,8.25,47.116669,16.183331
461,Longcheng,CN,100,92,71.37,71.37,4.09,23.7309,114.24395
462,Sintea Mare,RO,75,87,45.77,46.4,13.87,46.51667,21.6
463,Arcos,BR,43,51,79.11,79.11,5.21,-20.28194,-45.53944
464,Sietow Dorf,DE,100,82,49.5,50.0,4.0,53.433331,12.58333
465,Eichenhausen,DE,100,99,41.0,41.0,4.97,50.316669,10.3
466,Rathmolyon,IE,75,76,50.34,51.01,16.11,53.490002,-6.79861
467,Ristijärvi,FI,75,86,39.2,39.2,5.82,64.5,28.21667
468,Boyuibe,BO,74,24,93.2,93.2,5.82,-20.41667,-63.283329
469,Hofstetten,DE,40,100,33.89,35.6,1.12,48.01667,10.96667
470,Johannedal,SE,0,90,35.98,37.99,5.82,62.433609,17.371111
471,Little Hampton,AU,6,43,74.43,75.0,3.0,-35.049999,138.850006
472,Mālpils Novads,LV,95,97,42.1,43.0,6.78,56.994438,24.973061
473,Militari,RO,11,76,48.0,48.99,10.29,44.433331,26.01667
474,Halny,SK,100,80,43.0,43.0,2.3,48.81926,19.667219
475,Bröckel,DE,75,81,47.32,48.2,4.7,52.51627,10.21505
476,Lac-Sainte-Marie,CA,89,97,50.0,50.0,3.87,45.950111,-75.949348
477,Lupi Viejo,PH,100,91,74.48,74.48,7.63,13.7897,122.909798
478,Terra Rica,BR,58,46,82.81,82.81,8.01,-22.70944,-52.61694
479,Población Parque Forestal,CL,90,100,53.83,55.99,3.36,-33.035069,-71.54451
480,Tiouli,MA,0,71,55.4,55.4,4.7,34.366791,-1.83705
481,Sajazarra,ES,75,81,50.68,53.01,4.7,42.595329,-2.94306
482,Harlinstown,IE,75,76,50.0,50.0,16.11,53.717781,-6.5775
483,Techiman,GH,26,98,70.56,70.56,4.09,7.58616,-1.94137
484,Arrondissement de Blois,FR,94,100,45.88,46.99,2.95,47.583328,1.3333300000000001
485,Narayola,ES,42,84,49.96,51.01,3.0,42.57793,-6.69449
486,Algarra,ES,37,71,53.24,54.0,6.93,40.0,-1.43333
487,Kimball Stand,US,1,58,55.24,57.2,10.29,42.174782,-79.255051
488,Gerīzeh,IR,0,42,50.92,50.92,3.42,35.257999,47.018501
489,Dobrosloveni,RO,66,81,47.12,48.99,6.93,44.183331,24.366671
490,High Valleyfield,GB,90,87,48.97,50.0,13.87,56.063568,-3.59913
491,Rizal,PH,93,83,76.21,76.21,4.5,15.7118,121.106102
492,Aliang,PH,90,94,78.91,79.0,2.24,14.28333,120.883331
493,Manicahan,PH,75,100,73.4,73.4,0.96,7.01944,122.201111
494,Baiguan,CN,99,91,34.95,34.95,1.83,33.966171,104.914436
495,Capitan,US,1,8,75.42,75.99,9.17,33.545361,-105.572197
496,Poxdorf,DE,100,93,40.73,42.01,4.7,49.663349,11.07079
497,Qaffīn,PS,40,68,70.27,71.6,3.36,32.432739,35.082661
498,Newlands,ZW,7,88,60.96,60.96,5.39,-17.80806,31.081671
499,Casteldelci,IT,0,70,49.37,51.01,1.01,43.791161,12.15514
500,Moftinu Mare,RO,100,93,44.8,45.0,12.75,47.666672,22.66667
501,Ramlesreuth,DE,1,80,42.04,43.0,3.36,49.849998,11.76667
502,Frazzanò,IT,0,60,63.0,63.0,11.99,38.073059,14.742280000000001
503,Maniákoi,GR,16,76,50.0,50.0,2.51,40.5,21.25
504,Angering,DE,100,85,41.32,43.0,1.01,48.365601,13.31037
505,Villiers-en-Lieu,FR,90,93,46.26,46.4,4.7,48.666672,4.9
506,Fresneda de la Sierra Tirón,ES,80,86,46.49,53.01,6.93,42.282318,-3.12887
507,Winchester,US,90,59,58.96,60.8,4.0,37.990082,-84.179649
508,Youngstown,US,20,36,55.56,60.8,6.93,41.099781,-80.649521
509,Pirpirituba,BR,7,82,71.91,71.91,9.01,-6.78,-35.498611
510,Savigneux,FR,90,93,46.4,46.4,2.24,45.616699,4.0833
511,Kaiseringen,DE,99,95,36.45,39.0,3.29,48.157799,9.09629
512,Bisel,FR,100,100,43.05,45.0,3.36,47.535258999999996,7.21743
513,Setzingen,DE,6,97,36.27,37.99,3.6,48.5382,10.12978
514,Malherbe-sur-Ajon,FR,90,93,44.6,44.6,6.93,49.066669,-0.56667
515,Kebonkai,ID,99,99,68.07,68.07,2.26,-7.5025,107.967003
516,Triggianello,IT,20,100,51.24,52.0,8.05,40.92519,17.168711
517,Brücktal,DE,90,86,38.1,39.99,9.17,50.316669,6.9833300000000005
518,Longchi,CN,100,86,51.37,51.37,5.91,34.80653,109.67691
519,Sanchahe,CN,0,84,30.88,30.88,10.87,44.963058,126.01532
520,Changwat Nan,TH,92,89,67.8,67.8,1.66,18.83333,100.666672
521,Birkenhain,DE,75,81,50.58,51.01,11.41,52.383331,13.3
522,Seewalchen,AT,100,67,40.84,42.01,5.99,47.952461,13.58382
523,Center Line,US,40,36,63.36,64.4,12.75,42.485039,-83.027702
524,Mountain House,US,1,21,89.83,91.0,6.93,37.78326,-121.542732
525,Hickeys Creek,AU,0,60,73.0,73.0,3.0,-30.9,152.600006
526,Nagornyy,RU,75,100,50.56,51.8,2.24,55.650002,37.616669
527,Sinëvo,RU,77,93,47.7,51.8,2.24,56.016666,36.733334
528,Novello,IT,56,87,45.23,46.99,4.7,44.587742,7.92694
529,Bickensohl,DE,97,79,43.02,45.0,1.63,48.066669,7.65
530,Poienari,RO,16,86,46.36,52.0,7.0,45.216671,25.049999
531,Hankasalmi,FI,90,93,44.29,44.6,6.93,62.38333,26.43333
532,Okres Domažlice,CZ,90,100,42.58,43.0,3.36,49.5,12.91667
533,Rumbek,SS,64,91,71.17,71.17,2.04,6.802,29.691231
534,Wantirna South,AU,83,81,58.35,60.01,4.0,-37.883331,145.216675
535,Leache,ES,75,93,50.54,53.6,4.7,42.607182,-1.40728
536,Akwa,CM,75,100,75.2,75.2,1.16,4.05,9.7
537,Beechwood Estates,US,90,93,50.83,53.6,3.36,42.475639,-73.111214
538,Velestíno,GR,20,67,57.09,57.2,4.7,39.383331,22.75
539,Strzyżów,PL,90,87,44.4,46.4,8.05,49.870739,21.79413
540,Carigara,PH,100,93,75.76,75.76,3.87,11.25,124.683327
541,Nishio,JP,40,68,68.68,69.01,6.93,34.866669,137.050003
542,Bierdzany,PL,100,99,43.95,45.0,8.01,50.81852,18.158079
543,Cintasari,ID,97,95,69.35,69.35,4.65,-7.0049,108.346397
544,Kierwang,DE,54,93,32.0,32.0,2.64,47.466671,10.23333
545,Marmanhac,FR,75,93,43.84,45.0,3.36,45.004848,2.48333
546,Bellante,IT,0,63,46.09,46.99,3.0,42.741852,13.8102
547,Poplaca,RO,20,81,41.9,42.8,3.36,45.716671,24.049999
548,Krushuna,BG,38,94,52.29,54.0,0.94,43.25,25.033331
549,Huerta Grande,AR,70,23,74.77,75.99,13.87,-31.075239,-64.490631
550,Möllenbeck,DE,100,89,48.99,48.99,3.0,53.283298,11.7333
551,Al’shanskiye Vyselki,RU,13,87,53.73,53.73,7.99,52.849998,35.900002
552,Buch bei Jenbach,AT,4,95,36.0,37.99,2.42,47.37553,11.78126
553,Santo André,PT,0,64,59.0,59.0,15.01,38.05444,-8.75212
554,Peking,DE,100,88,48.67,48.99,5.99,52.083328,11.11667
555,Kehrum,DE,61,87,46.0,48.0,3.36,51.716671,6.33333
556,Al Ḩayy,IQ,0,19,70.2,70.2,5.03,32.173489000000004,46.043301
557,Newport County,US,90,100,60.96,64.99,5.82,41.583439,-71.249489
558,Hillgrove,AU,5,47,60.01,60.01,5.99,-30.566669,151.899994
559,Blace,RS,40,93,44.6,44.6,1.12,43.29528,21.28583
560,Ubonratana,TH,20,100,75.2,75.2,2.64,16.752701,102.632439
561,Ban Phan Don,TH,100,90,73.99,73.99,3.13,17.142719,102.97261
562,Duggirāla,IN,89,93,73.54,73.54,1.61,16.316669,80.633331
563,Brushy Creek,US,1,25,83.14,84.99,5.82,30.513531,-97.739731
564,Ridgewood,US,90,82,56.95,59.0,5.82,40.979259,-74.116531
565,Hollenbach,DE,77,93,40.57,44.01,1.12,48.48333,11.06667
566,Az Zaliah,YE,0,45,66.99,66.99,3.31,15.01667,48.01667
567,San Mateo,PH,58,89,75.18,75.18,1.12,16.866671,121.583328
568,Muramvya Province,BI,51,89,58.39,58.39,2.13,-3.25,29.66667
569,Monsey,US,69,98,56.12,57.99,6.35,41.11121,-74.068481
570,Bagà,ES,99,87,46.9,51.01,1.01,42.252892,1.86098
571,Adrian,US,1,34,62.1,64.4,11.41,41.897549,-84.03717
572,Ruthweiler,DE,1,100,42.46,44.01,5.5,49.549999,7.36667
573,Sanradela,PT,96,8,50.4,52.0,5.12,41.318432,-7.53445
574,Napalitan,PH,38,89,75.99,75.99,5.99,8.77528,124.802223
575,Mexicaltzingo,MX,75,35,71.6,71.6,11.41,19.209721,-99.58889
576,Claveria,PH,100,85,79.41,79.41,12.19,12.9035,123.245697
577,Kandahār,AF,1,25,51.8,51.8,2.24,31.0,65.75
578,Cibodas,ID,99,90,69.62,69.62,2.8,-7.0962,107.985802
579,Brest,BY,100,91,57.63,57.63,18.7,52.099998,23.700001
580,Wallensen,DE,90,86,45.86,48.99,3.65,52.01722,9.62059
581,San Luis,CU,62,82,77.97,77.97,10.33,22.27861,-83.761108
582,Heusden,BE,100,87,43.66,46.0,5.82,51.03664,5.28013
583,Pastrengo,IT,11,81,44.55,46.99,5.82,45.493092,10.79978
584,Vastorf,DE,100,89,47.66,48.99,1.99,53.200001,10.55
585,Vukovarsko-Srijemska Županija,HR,64,87,44.64,46.4,5.82,45.166672,18.91667
586,Doko,ID,95,79,72.99,72.99,2.06,-8.0816,112.372902
587,Sardedo,ES,93,74,59.0,59.0,11.23,43.436531,-5.1155100000000004
588,Saint-Germain-de-Livet,FR,35,93,41.74,44.6,3.36,49.076118,0.20182000000000003
589,Union City,US,75,87,58.42,60.8,3.36,40.779549,-74.02375
590,Tordouet,FR,41,93,40.66,41.0,3.36,49.049999,0.33333
591,Smržice,CZ,100,99,41.0,41.0,8.01,49.505692,17.106979
592,Martinho Campos,BR,37,47,80.62,80.62,3.49,-19.331671,-45.236938
593,Sibuco,PH,75,100,73.4,73.4,0.72,7.29111,122.065559
594,Prutdorf,DE,89,57,39.07,41.0,3.94,47.833328,12.31667
595,Sundsvalls Kommun,SE,0,92,36.09,37.99,5.82,62.383331,17.299999
596,Egetswil,CH,40,86,41.49,42.01,4.7,47.471859,8.58451
597,Deleni,RO,18,71,54.01,55.0,5.82,46.549999,27.75
598,Gemeente Oisterwijk,NL,90,93,45.43,46.99,4.7,51.566669,5.18333
599,Giroussens,FR,94,93,51.26,51.8,5.82,43.76199,1.77608
